-8.21502987,-10.32674285,-3.14156237,6
4.20997220,-6.13834901,-2.98379673,2
2.03989716,-3.70290395,-3.58771853,2
-7.85438850,-6.46217425,-8.79345275,10
-2.65662124,4.96453970,-8.60796564,14
-4.79278787,2.06064501,1.20886425,3
8.44818462,-5.17132879,-4.98562003,12
6.71216753,1.21524971,1.54975834,11
7.85362147,-5.65730984,6.97293314,7
1.47448358,5.46178705,9.08581392,13
-0.79567406,4.11096881,-0.05330445,9
1.11882491,-7.03362396,-4.98785093,1
-1.37126862,1.46597665,-1.78895767,9
2.84402662,-5.75092389,-1.31936319,2
1.58200742,3.89563844,8.49881626,13
8.19872503,-3.92245855,-2.11086656,12
7.75165142,-6.14050628,-4.20111512,12
8.00821774,-4.52732757,-3.75455939,12
-7.47407263,-8.77863531,0.44221829,5
-6.78754931,4.44977141,1.89943849,3
-7.53866606,-7.41165409,-1.74273994,5
8.87702884,-4.19515507,6.85190802,7
-7.91354890,-6.81270466,-7.95134097,10
-1.14145263,2.15245410,0.08325226,9
-0.76624249,3.16401160,0.09485108,9
4.97898324,-3.72012325,6.77615081,7
-4.11125115,-4.05831120,-4.15061730,0
-6.35951865,-10.70693998,-5.93338967,4
-4.80227604,4.19642395,2.63449375,3
3.36572818,-5.92380240,-4.21088886,2
-11.07974184,4.61230472,-0.16854449,15
-0.52798898,-6.18680851,-4.21597665,1
8.19361973,0.02085350,2.15596299,11
8.51287320,-4.40174842,7.65206951,7
-9.36909564,-8.73176206,-4.02326067,5
4.04628829,-7.84791865,-2.04809958,2
1.76264557,-8.00786811,-4.00470651,1
-4.90111079,7.22674107,-9.38593799,14
8.53131393,0.35071906,2.96282446,11
-5.18622187,3.92912873,1.19965829,3
1.66225756,2.81877647,8.98807676,13
-0.87065407,2.97297318,-0.98716000,9
-0.26088602,-5.52651521,-3.76629019,1
9.22350989,-6.08076218,6.94619826,7
-8.15645662,-10.25463441,-2.69158040,5
-6.87482343,-10.26348091,-2.55895788,6
3.48936329,4.05396620,9.80445552,13
-9.02024040,-7.85152905,-7.32876160,10
1.48614715,-5.08551233,-4.26002519,1
6.08930915,-6.07628730,-4.58344522,2
-10.39560008,3.29181364,-0.87598050,15
-7.51447199,2.72013525,0.09305107,15
-4.70615388,4.45540673,-10.19372209,14
8.63134582,0.17652080,1.33604103,11
0.40074540,-5.43730174,-3.72324385,1
6.66208457,-2.48193538,9.83671233,7
-8.11316023,-8.49425859,-3.82637683,6
1.59172259,3.48394136,6.77992936,13
-0.25711359,3.86423244,-2.59029799,9
6.13172969,-3.63394163,7.43530046,7
-6.11201823,-3.89990679,-4.71875923,0
2.60711381,3.68465815,8.64396846,13
-6.16498253,-7.15019432,-4.58328996,4
7.02237963,-3.19200550,-4.80576960,12
5.02592428,-9.02275355,5.66173837,16
5.47024688,-7.36914433,4.33796586,16
-5.93429236,3.39238236,1.01102250,3
-7.35535951,-10.03765273,-3.19771609,6
2.32695448,-7.45072231,-4.26653333,1
-3.24217442,8.33366188,7.88804330,8
0.33792219,-5.49290476,-4.61276456,1
5.89637478,-4.82449571,7.04211374,7
3.43635241,-4.90901478,-3.39915316,2
-0.23584101,-6.14342408,-6.33600519,1
-4.63838304,-3.79010420,-4.35606789,0
0.81735698,-5.15338130,-4.56118597,1
-5.76135818,6.05722876,-8.98620272,14
-5.57244268,4.26878751,0.32026510,3
8.46571719,-4.68524137,7.19452978,7
-3.16237940,7.45488175,9.92540686,8
-6.17593584,-9.77279190,-2.16326064,6
5.65901111,-8.33263299,7.44163040,16
-0.39717470,1.81044267,0.11901651,9
-6.93209696,-10.49001378,-4.29966730,6
3.91236836,-8.26518315,-2.21615892,2
-2.93537965,5.09098669,-11.42971566,14
-8.06930617,-8.28232494,-3.39416867,6
-4.02525798,-6.77292857,-3.26918497,0
5.58090656,-8.32894209,5.40166435,16
7.85618765,-4.58782416,-3.57738680,12
-4.13668923,4.89233394,1.10138968,3
1.62521679,-6.14967616,-3.26222188,1
-3.04821232,-4.31466339,-3.06777159,0
-2.38010757,6.05910996,11.51226794,8
0.58802870,4.18529221,8.48201062,13
-2.19217307,8.88736317,9.96468563,8
9.23265891,1.10817457,2.72843412,11
0.20517073,4.74573223,-0.91322582,9
5.23186628,-8.35003516,6.72478930,16
6.49018647,-4.45209734,7.68000702,7
-7.56932172,-8.59603704,-2.86577049,6
-7.41788825,-9.95883959,-3.46446429,4
-6.23713068,-8.53436648,-1.94701829,5
-8.27248967,-8.47121202,-4.46464978,4
-7.15065612,-9.55227106,-1.32634610,5
7.57589196,0.34720649,1.05886365,11
6.14321456,-7.56670884,6.33447041,16
-3.83541177,-4.97533122,-4.53675375,0
-7.94376590,-6.29821277,-8.25867096,10
6.64177244,-4.10809955,-3.49493696,12
-6.51962980,-8.90803746,-5.11804841,4
7.08696361,0.78768663,1.84730053,11
-9.42601604,5.91770452,0.67796572,15
3.11109057,5.08708727,8.86092318,13
-8.13382024,-8.79355235,-5.94477618,10
-7.30873511,-9.51255319,-4.38668841,6
-1.90988494,7.85744626,8.75321058,8
-8.71212940,-10.48828454,-2.04280042,5
-1.53183474,-2.28439997,-3.92040496,0
-7.07579145,-9.35850107,-4.21699325,6
-6.47463463,-8.05174055,-6.05947640,4
8.04946153,-0.01886188,2.34697913,11
5.08279909,-8.93899987,6.58776601,16
4.84628025,-8.50708529,8.06355813,16
-1.00789189,8.66527217,10.13497159,8
-8.17907477,-9.58419902,-1.92652966,5
-4.64877485,-5.58187035,-3.12862616,0
-2.61716568,4.46655954,0.54743405,3
-5.03560394,-2.54967922,-3.22743693,0
-7.47214085,-8.41565496,-3.31828143,6
0.90400658,8.22262450,9.90760331,8
8.24340693,-3.65974624,7.47898380,7
-8.77060347,4.88988435,-1.55157608,15
-8.27473206,-10.21649936,-0.69578525,5
-7.77352105,-8.39721167,-1.48638591,5
3.36873038,-4.51736396,-4.96998714,2
-3.42234335,-5.36636965,-4.35864209,0
9.20368219,-0.50618519,1.93599497,11
-1.57113440,8.19013712,11.02128335,8
-7.99935206,-8.70064442,-6.67552758,10
0.70333820,-4.83297657,-4.13226630,1
0.50079622,-6.29331254,-4.84859244,1
-7.96564014,-8.91166829,-3.63666481,6
-7.58385091,3.51138761,0.72070518,3
0.45943573,-5.82352707,-3.83626719,1
-7.82469554,-9.77757416,-6.44369270,4
8.88043088,0.18728673,1.88449865,11
6.74020690,-3.53539399,8.17902478,7
7.38072367,-4.41590586,-5.63077850,12
6.79350934,-3.38254306,8.27916050,7
7.97835398,-3.78556026,7.35466153,7
1.82604056,2.29209335,-1.42178708,9
-4.07090472,-5.44325588,-4.71886176,0
-4.67999423,6.06571374,-9.31449462,14
-5.09119566,-4.23092124,-3.18229305,0
3.89254678,5.11265220,6.67165477,13
5.56469191,-6.95285870,5.76023853,16
-7.87991264,-8.03288761,-8.24229081,10
-0.13746396,9.37462966,8.66964844,8
-4.43365724,-4.53674128,-4.75076275,0
6.83553191,-7.38897792,8.86834536,16
-10.61273637,-9.15803117,-2.14321051,5
-6.18146697,3.75376245,0.31782433,3
-6.24894873,-7.72006431,-1.05731364,5
-4.98458311,4.64037870,-10.87852775,14
3.81277297,4.14827645,8.61150466,13
-6.25460053,-9.75921239,-5.14570599,4
4.24681548,2.50811920,10.05312551,13
-3.53661684,-3.44367462,-3.62776265,0
3.89334583,-6.35800033,-4.10516843,2
-5.46174047,7.19403492,-11.11683896,14
-4.03198307,-4.92264422,-3.88343398,0
1.98886856,-5.62778837,-6.17494730,1
-7.75483102,-8.74219581,-2.20955816,5
-7.30580107,-6.74198770,-8.34350212,10
5.71448853,-5.53514765,6.56532095,16
-6.60415443,-9.76543384,-7.50976846,4
-7.66208573,-8.35830824,-0.43055094,5
8.29058804,-4.13106434,6.67187604,7
0.12443051,3.28255938,-2.54206508,9
4.74910011,-8.40052607,6.91582262,16
-2.38390551,7.39628023,10.91723518,8
7.92256292,-3.70028189,7.19519162,7
-8.40832318,3.83751333,-0.51015889,15
-4.60673044,-2.53757871,-3.91293167,0
-1.94433995,7.84044497,12.45866654,8
-4.68202733,4.57648073,-10.01682625,14
6.72668768,0.32045037,1.88717969,11
-7.86685717,-9.02781470,-3.29342760,6
9.01311333,-3.40944542,7.15973926,7
-8.02375862,6.00579900,0.76783254,15
-4.08740522,-4.69424960,-3.64313419,0
-6.58907638,-10.07652358,-2.70701427,5
-3.39939519,-3.89446352,-4.33380477,0
-10.73121187,4.34592851,-1.25658672,15
-2.46263727,4.06073947,1.50556789,3
10.77333106,0.47388527,2.64304040,11
7.64714256,0.89641523,2.68119434,11
-4.90941805,5.09059876,-8.08387689,14
-5.98316133,-3.98955256,-3.67641231,0
-1.30094738,7.88570699,9.03451840,8
-6.77224314,-9.00290979,-5.34499560,4
-8.06264249,-8.85533509,-2.90161028,6
6.26016624,-4.10210252,-6.07194927,12
1.31865147,-6.57946123,-5.49604885,1
4.80573782,-8.80781001,5.25680659,16
-8.08629794,-9.17605108,-1.56376726,5
4.84482345,-4.34816502,-2.77499562,12
0.23114959,3.41576933,-3.45314220,9
6.64834372,-4.42997112,-2.77075690,12
8.32482352,-2.15053731,7.67507568,7
-9.60354513,3.16112713,-0.36168678,15
-3.41077504,7.19645868,-9.01450379,14
-8.74903876,-7.61359563,-6.97838898,10
-1.54711598,8.68572363,9.23898195,8
-9.82977092,-8.34077857,-7.87687021,10
-3.04335363,4.01643714,-8.36578255,14
-4.37873022,6.25195426,1.59528062,3
-7.93641457,-11.43088143,-4.66738836,6
-8.31252905,-6.94352598,-7.05329097,10
-1.03330249,7.25134818,9.86430799,8
0.51741991,-4.71156588,-3.76926147,1
1.24078525,-7.15254056,-2.42775707,1
6.73175052,-8.29764445,7.23203888,16
-0.30747541,-6.94263603,-3.70585505,1
1.31935254,1.62140351,8.61796985,13
-1.11131737,9.58503716,11.32501572,8
8.32659018,-4.09881458,6.75661297,7
1.61721656,5.13601505,8.83188969,13
2.99518051,-5.45116723,-3.39241353,2
1.01216545,3.21127789,-1.06856090,9
3.75274943,3.11370415,7.79846284,13
0.71483932,3.10185584,-1.02040949,9
-0.76673427,7.75712877,11.15860923,8
